type,duration_s,fps,width,height,total_frames,pixels_per_frame_M,bitrate_kbps,cpu_true,mem_true
video,294.7,30,7680,6870,8840.880736016694,52.7616,29926.0,1721.11,5573.12
video,598.8,60,1920,1080,35930.06737016459,2.0736,39634.0,1264.19,2646.49
video,557.8,30,3840,2449,16734.048273727403,9.4042,4204.0,1591.74,3226.92
video,280.7,30,160,106,8421.433968783333,0.017,44389.0,704.16,1193.41
video,86.4,24,1280,946,2072.550190571649,1.2109,108.0,217.86,522.36
video,9.6,15,320,196,143.40617213328568,0.0627,19722.0,17.18,84.72
video,104.1,24,1920,1845,2497.207072023507,3.5424,48491.0,261.28,887.09
video,532.9,24,3840,3161,12790.640604636941,12.1382,48176.0,1508.02,3022.99
video,127.8,60,320,301,7665.704899324812,0.0963,3257.0,283.47,695.58
video,192.9,24,1920,1540,4628.875038661169,2.9568,44659.0,346.77,1072.44
video,225.9,60,640,514,13555.302223978882,0.329,28975.0,516.3,1201.95
video,259.4,25,3840,2666,6486.0443369400755,10.2374,42873.0,894.33,1528.25
video,183.2,15,7680,5321,2747.2562429544773,40.8653,17149.0,1067.49,3348.02
video,546.5,15,854,840,8198.088048989652,0.7174,26755.0,1106.53,3139.28
video,379.7,15,320,312,5696.142836176225,0.0998,36445.0,698.14,1995.95
video,219.4,24,160,91,5265.91025727875,0.0146,12566.0,451.65,1149.64
video,355.3,24,160,118,8526.379257614224,0.0189,23555.0,717.41,2153.85
video,87.5,30,320,295,2624.309011428012,0.0944,19635.0,146.15,545.22
video,296.0,60,1280,1114,17759.55764449616,1.4259,31091.0,669.36,1521.82
video,498.3,60,854,827,29899.411860703636,0.7063,24684.0,991.88,2152.78
video,165.9,60,7680,7488,9952.537885339028,57.5078,20208.0,3010.71,4649.52
video,402.5,30,1920,1427,12074.460564981202,2.7398,46276.0,890.93,2083.7
video,11.1,60,854,488,663.6462004383457,0.4168,4872.0,47.91,107.69
video,61.0,30,854,793,1829.6545800022093,0.6772,15210.0,123.25,364.54
video,327.2,24,854,531,7852.031707241196,0.4535,34780.0,704.05,1906.81
video,30.1,24,1920,1767,722.4129562325932,3.3926,2008.0,108.88,451.54
video,533.0,30,854,435,15991.426818983138,0.3715,22619.0,1073.26,3124.1
video,411.8,60,1280,1014,24707.639361091897,1.2979,48859.0,1047.02,2233.08
video,315.1,15,1280,993,4726.907428361789,1.271,41492.0,685.73,1862.26
video,92.2,25,854,823,2304.6326511726006,0.7028,12019.0,218.04,544.33
video,478.7,15,1280,999,7180.541351909815,1.2787,8088.0,1048.36,2474.85
video,75.3,60,160,148,4518.287215038909,0.0237,21206.0,177.89,327.58
video,40.7,15,320,206,610.773525857001,0.0659,48757.0,81.87,192.75
video,164.4,15,1920,1244,2465.9766946737877,2.3885,4191.0,455.17,911.12
video,456.1,30,320,309,13683.553727048002,0.0989,16109.0,829.04,2412.09
video,26.0,15,1280,672,389.5311633261648,0.8602,26568.0,73.0,232.69
video,551.2,30,854,504,16537.326086717363,0.4304,30783.0,1242.86,2651.03
video,305.7,15,640,631,4586.090047759559,0.4038,1078.0,772.23,1655.05
video,281.5,25,1280,856,7037.105479315023,1.0957,23939.0,535.19,1442.65
video,77.7,25,160,129,1941.481254644966,0.0206,20154.0,154.33,422.39
video,148.2,25,160,130,3704.1168337104436,0.0208,21492.0,285.75,765.65
video,452.8,30,3840,2284,13583.05327890361,8.7706,3453.0,1072.29,3172.77
video,7.9,24,3840,3584,190.386825509894,13.7626,22217.0,305.31,911.29
video,428.8,30,320,254,12864.203465198498,0.0813,45693.0,1054.02,2476.24
video,501.1,60,1280,926,30065.180516398446,1.1853,16623.0,1100.22,2163.07
video,91.9,15,3840,2234,1377.9988051407238,8.5786,30129.0,388.74,1090.01
video,270.3,30,7680,4524,8108.874383753229,34.7443,11235.0,1264.73,4022.58
video,296.0,60,320,241,17760.469628295206,0.0771,23500.0,689.93,1797.04
video,400.6,24,854,741,9613.336014883034,0.6328,27683.0,740.75,1705.52
video,229.2,15,7680,6728,3437.8617697788045,51.671,9731.0,1110.93,4556.4
video,135.2,30,160,95,4056.0142303375055,0.0152,24945.0,243.54,589.28
video,287.6,60,160,80,17254.384469478893,0.0128,27462.0,608.71,1553.54
video,571.4,15,1920,1539,8571.087515007353,2.9549,48716.0,798.92,3355.29
video,47.9,60,3840,3381,2874.011414765566,12.983,38899.0,828.31,1065.73
video,198.4,30,640,429,5952.89830575444,0.2746,35509.0,409.19,1091.77
video,495.7,25,854,816,12392.952677425868,0.6969,13977.0,1038.26,1980.03
video,145.3,24,3840,2383,3486.6644548847034,9.1507,20419.0,407.49,1707.26
video,523.3,25,320,175,13083.10672324598,0.056,170.0,978.04,2713.43
video,506.1,30,640,521,15182.64862295151,0.3334,24072.0,1098.48,2081.27
video,164.7,25,1280,1012,4117.42319732321,1.2954,31126.0,340.78,1060.61
video,187.8,15,7680,5865,2817.2827622999366,45.0432,18552.0,764.52,4114.07
video,393.4,24,640,375,9442.121612810788,0.24,36586.0,622.83,2014.78
video,9.2,25,640,412,229.99404481692375,0.2637,16894.0,24.66,81.2
video,496.8,25,1280,1079,12420.523204514477,1.3811,20384.0,1145.32,2423.55
video,429.3,25,854,510,10731.344157595755,0.4355,28936.0,716.35,2480.73
video,491.1,25,1920,1089,12277.68704319018,2.0909,25682.0,1317.93,2351.14
video,298.6,24,854,795,7166.623986553116,0.6789,23027.0,662.15,1638.2
video,444.7,15,7680,5600,6670.620643585234,43.008,1915.0,1194.69,5751.55
video,96.0,15,320,207,1440.336768631205,0.0662,8917.0,230.17,420.44
video,391.4,25,1280,753,9784.314529187795,0.9638,28318.0,756.78,1811.1
video,557.7,24,7680,7348,13385.678804714142,56.4326,16382.0,1797.0,8157.06
video,512.4,15,160,82,7685.259520687949,0.0131,23590.0,921.9,2093.37
video,318.7,60,640,577,19119.5241505293,0.3693,24905.0,680.39,1412.53
video,133.2,24,640,537,3196.490233996122,0.3437,26685.0,331.76,726.66
video,479.9,24,3840,3537,11518.372132081091,13.5821,17911.0,1056.64,2751.29
video,523.8,24,1280,1269,12570.620181914706,1.6243,37402.0,827.59,2424.46
video,393.9,25,3840,3608,9846.258441553511,13.8547,486.0,845.44,2822.73
video,370.1,30,1280,765,11102.247203131587,0.9792,31571.0,751.5,1926.66
video,263.8,30,320,292,7913.135829717016,0.0934,40452.0,542.37,1332.82
video,257.5,30,854,711,7725.794146861952,0.6072,37663.0,678.93,1462.44
video,97.6,60,1920,1140,5857.370041436933,2.1888,15436.0,311.93,660.73
video,504.8,60,160,90,30289.3218359627,0.0144,24753.0,975.63,2908.2
video,100.7,30,854,650,3020.6338079279876,0.5551,8077.0,215.56,554.71
video,185.0,15,854,633,2775.142655721016,0.5406,24740.0,312.8,886.72
video,557.8,24,160,132,13388.012322185488,0.0211,27351.0,1230.99,2577.12
video,244.0,30,7680,6727,7318.9600312373095,51.6634,13037.0,2081.06,4283.96
video,174.9,25,7680,7351,4372.025174749952,56.4557,6027.0,1405.84,5332.4
video,31.3,30,160,112,940.16918109313,0.0179,5145.0,72.73,201.12
video,309.7,25,7680,4627,7741.641366078405,35.5354,21069.0,1308.12,3106.56
video,92.5,24,1280,1026,2220.69685420301,1.3133,31447.0,208.43,564.71
video,591.1,15,7680,6731,8866.052043262995,51.6941,2897.0,1543.43,6490.88
video,205.3,30,7680,4113,6159.432340196355,31.5878,23320.0,1303.34,3392.28
video,388.3,15,640,621,5823.954484873398,0.3974,34954.0,695.47,2080.08
video,280.4,60,320,228,16826.30030922602,0.073,46646.0,588.77,1240.42
video,456.0,30,160,98,13680.239059130265,0.0157,47433.0,854.96,2647.13
video,356.5,24,7680,7221,8556.362798489321,55.4573,9917.0,1605.77,5963.35
video,254.1,25,7680,6138,6351.432913297541,47.1398,48264.0,1378.52,4959.53
video,183.4,24,3840,2177,4402.531083526887,8.3597,38603.0,599.17,1604.55
video,493.2,60,160,86,29590.645480621206,0.0138,32364.0,1160.97,2513.39
video,537.2,24,7680,7642,12892.718085095563,58.6906,15313.0,2689.75,6605.5
video,61.1,15,1920,1271,917.1005222946629,2.4403,37877.0,146.09,466.75
video,155.4,30,640,503,4660.611593237655,0.3219,18419.0,327.76,897.46
video,562.7,24,7680,6464,13503.676624831252,49.6435,27778.0,2427.12,7825.06
video,185.9,24,1280,801,4461.922313902247,1.0253,33221.0,401.46,1113.55
video,320.0,15,1920,1856,4799.677482863925,3.5635,25402.0,778.59,1896.0
video,75.1,30,320,210,2253.5844021552357,0.0672,29594.0,144.84,441.21
video,327.5,25,854,831,8186.287667033122,0.7097,4361.0,530.78,1619.62
video,344.5,60,3840,3137,20668.904969458355,12.0461,15890.0,1223.29,2765.84
video,160.5,15,640,624,2407.0432123614964,0.3994,3986.0,295.85,871.72
video,186.4,60,3840,2474,11186.533977936384,9.5002,37024.0,784.07,1418.31
video,507.8,30,320,255,15234.86140410398,0.0816,49704.0,1103.49,2614.13
video,225.0,25,1280,1095,5626.096441939503,1.4016,49869.0,510.37,1304.54
video,260.5,15,640,348,3907.7548393966654,0.2227,24396.0,411.69,1564.99
video,75.0,24,160,126,1799.0681863028367,0.0202,17247.0,136.88,464.02
video,25.3,15,3840,2014,379.0278108430514,7.7338,27672.0,146.46,781.66
video,415.3,30,7680,5243,12458.049058054614,40.2662,42107.0,1676.47,4515.99
video,9.9,25,1280,998,247.79836880031542,1.2774,41788.0,48.88,172.6
video,313.8,15,3840,3127,4706.284185264146,12.0077,21642.0,882.84,2880.35
video,331.6,24,1920,1526,7957.9680168875,2.9299,16422.0,869.1,1870.27
video,345.5,25,320,172,8636.559148218286,0.055,15924.0,821.17,1954.98
video,235.1,60,640,376,14104.405577434534,0.2406,40716.0,456.9,984.23
video,261.4,24,640,415,6273.802222495053,0.2656,33664.0,591.99,1181.62
video,270.5,24,854,847,6492.617457832028,0.7233,13668.0,515.65,1217.32
video,216.4,30,160,124,6490.875144895479,0.0198,49374.0,458.76,1189.83
video,497.6,15,7680,4077,7464.639904641637,31.3114,34031.0,1570.5,5257.67
video,114.2,24,3840,2369,2741.926631823242,9.097,10387.0,437.05,1082.5
video,492.7,60,1280,1143,29559.66962579624,1.463,49977.0,942.55,2261.39
video,366.7,15,854,586,5501.209332731025,0.5004,42287.0,605.85,1861.26
video,295.2,24,854,443,7084.92739473155,0.3783,30861.0,521.8,1579.07
video,529.7,60,640,625,31782.36801569394,0.4,46944.0,1101.94,2357.92
video,590.9,24,1920,1907,14182.512876264902,3.6614,16291.0,1541.74,2818.2
video,40.8,60,1280,1179,2445.570724393248,1.5091,20621.0,183.64,262.17
video,100.0,30,1920,1122,3000.190191213819,2.1542,41084.0,274.16,607.87
video,302.1,60,854,840,18124.98340050504,0.7174,15300.0,775.2,1666.95
video,528.3,24,160,108,12680.179371604105,0.0173,35484.0,1055.3,2627.16
video,125.9,60,320,278,7551.903064499873,0.089,42852.0,275.84,609.59
video,235.9,60,160,113,14155.703487490975,0.0181,45543.0,395.81,1127.14
video,299.3,25,1280,737,7483.500436254055,0.9434,45672.0,565.97,1621.15
video,421.4,24,1280,873,10113.844109675845,1.1174,31499.0,971.08,1999.76
video,415.3,30,1280,851,12458.096648579976,1.0893,10745.0,767.13,2398.66
video,128.6,60,320,243,7718.386706701053,0.0778,7803.0,248.07,706.05
video,490.3,25,854,577,12258.553748419907,0.4928,30963.0,1005.59,2243.46
video,573.0,25,1920,1130,14324.863855634298,2.1696,42282.0,1263.29,2985.52
video,257.2,60,160,149,15431.830549742865,0.0238,37596.0,471.3,1066.17
video,89.4,60,1920,1140,5362.976171525493,2.1888,1623.0,360.37,681.88
video,459.9,24,7680,3973,11036.846351390992,30.5126,19964.0,1691.98,4663.16
video,44.8,30,1280,1093,1345.1149511670767,1.399,23633.0,112.24,351.2
video,260.7,30,3840,3186,7819.555396537335,12.2342,6676.0,871.67,2105.97
video,89.9,15,7680,6499,1349.2196244941865,49.9123,21246.0,720.64,4536.53
video,322.8,25,854,662,8071.145204988966,0.5653,9135.0,814.5,1567.74
video,197.9,60,854,465,11875.703867840379,0.3971,46335.0,387.28,1052.67
video,193.2,24,320,292,4637.696427780726,0.0934,4533.0,386.87,1036.6
video,234.6,60,640,537,14073.959349552886,0.3437,24152.0,463.01,1347.75
video,193.6,24,640,430,4645.890760199815,0.2752,34797.0,450.62,995.76
video,264.6,60,320,173,15877.606276569035,0.0554,5724.0,549.51,1361.5
video,451.9,60,320,238,27115.26585522887,0.0762,2365.0,813.11,2042.69
video,251.4,25,7680,5988,6285.480766095206,45.9878,6257.0,1574.89,4512.3
video,96.1,25,854,799,2403.3877850760996,0.6823,20393.0,240.98,570.54
video,376.9,15,7680,6568,5653.571682196503,50.4422,2634.0,1678.06,5021.92
video,161.0,25,1920,1858,4024.773860983444,3.5674,27459.0,370.56,953.77
video,375.2,60,1280,905,22510.637980628704,1.1584,22009.0,755.18,1953.16
video,30.8,30,640,448,923.7773371673144,0.2867,3823.0,67.05,153.56
video,272.6,60,1920,1423,16355.22908001467,2.7322,10023.0,552.85,1742.51
video,16.7,30,1280,1099,502.41457286046864,1.4067,49262.0,66.63,183.41
video,243.8,25,1280,691,6095.954576674588,0.8845,40542.0,461.48,1147.85
video,524.9,24,1920,1781,12597.79304401163,3.4195,1236.0,1027.53,3117.95
video,533.6,30,3840,2141,16007.833551967566,8.2214,38486.0,1202.05,3335.57
video,497.2,25,3840,2101,12429.56560886316,8.0678,20428.0,1100.93,3430.36
video,416.0,15,1920,1575,6240.2243045968635,3.024,24159.0,726.82,2285.5
video,353.3,25,854,791,8833.211907334276,0.6755,9971.0,690.39,1869.32
video,244.9,24,7680,7105,5877.137253995528,54.5664,10609.0,1551.01,4208.91
video,210.3,30,640,515,6309.7846760078255,0.3296,43212.0,503.47,1214.17
video,464.4,30,1920,1796,13933.341162597153,3.4483,2049.0,1013.11,2682.04
video,63.8,60,3840,2107,3828.7799673850345,8.0909,33683.0,522.96,1030.03
video,229.6,60,1280,1269,13775.616676195457,1.6243,11351.0,509.91,1467.38
video,392.5,60,1280,718,23551.447772566706,0.919,34423.0,735.0,1846.22
video,374.6,30,320,290,11238.750429927264,0.0928,12423.0,657.73,1900.92
video,259.1,25,854,572,6477.108942418352,0.4885,20129.0,468.46,1318.62
video,156.8,60,1280,939,9408.784993645475,1.2019,10063.0,365.86,1014.12
video,409.0,15,160,103,6134.985560343473,0.0165,46403.0,892.41,1929.33
video,12.0,60,854,520,719.2938118523516,0.4441,10404.0,43.26,107.6
video,182.1,24,1280,694,4369.23092450999,0.8883,43963.0,385.49,933.09
video,425.6,24,1920,1841,10214.125905862562,3.5347,6009.0,969.87,2114.69
video,574.7,25,640,459,14367.136669719437,0.2938,37974.0,949.88,2896.01
video,205.0,60,640,368,12302.263324334494,0.2355,6278.0,345.04,1003.73
video,239.8,30,854,734,7192.862535593029,0.6268,47010.0,402.22,1507.35
video,378.2,30,7680,4692,11345.192602215113,36.0346,47023.0,1611.82,4763.59
video,84.6,15,320,170,1269.711246105515,0.0544,24584.0,177.16,468.49
video,527.2,25,7680,4116,13181.037003601286,31.6109,36376.0,1435.25,4674.58
video,76.9,25,1280,978,1921.8999180414776,1.2518,41808.0,149.29,476.2
video,515.2,60,640,440,30909.391147588856,0.2816,32063.0,982.13,2531.14
video,31.6,30,3840,2550,947.2216274329134,9.792,6528.0,284.78,834.27
video,443.3,25,1280,803,11083.080790065871,1.0278,25708.0,844.22,1993.14
video,125.4,24,320,163,3009.1754278471476,0.0522,10967.0,225.95,798.84
video,47.1,25,3840,2499,1177.8173298438496,9.5962,26836.0,355.93,1021.8
video,457.0,60,854,767,27418.898963439115,0.655,35319.0,831.0,2461.39
video,61.1,24,1280,809,1466.175748615077,1.0355,2008.0,124.0,379.24
video,476.5,30,640,607,14295.508274629286,0.3885,14895.0,687.69,2363.52
video,255.7,30,7680,7410,7669.818487639483,56.9088,31148.0,2233.84,5036.14
video,57.1,15,1920,1352,857.0141746588384,2.5958,13280.0,159.12,470.51
video,277.6,15,640,595,4164.284567355455,0.3808,49608.0,615.42,1430.7
video,538.1,30,854,526,16144.136344117253,0.4492,14222.0,1029.09,2711.11
video,597.1,15,7680,7342,8955.94514482157,56.3866,38890.0,1505.48,6891.56
video,72.0,24,1920,1755,1728.839799744519,3.3696,3935.0,247.54,610.21
video,236.5,15,320,295,3546.9609978966337,0.0944,14651.0,444.69,1099.6
video,298.0,25,640,490,7451.059171698347,0.3136,24853.0,611.62,1722.47
video,210.4,25,320,287,5258.861661277163,0.0918,30243.0,472.08,1190.24
video,146.8,25,1920,1004,3668.9438184496516,1.9277,48540.0,346.47,740.76
video,343.3,30,160,107,10298.645057057802,0.0171,17315.0,666.02,1764.89
video,544.0,24,1280,791,13056.570658401255,1.0125,31116.0,1312.99,2927.67
video,302.4,24,1920,1679,7258.070302405274,3.2237,20117.0,703.01,1879.31
video,399.1,60,1920,1854,23948.46461902802,3.5597,31318.0,879.63,2028.72
video,301.6,60,7680,7592,18094.532935498897,58.3066,16481.0,3320.53,5769.89
video,100.5,25,854,792,2513.0201226978115,0.6764,45651.0,220.56,451.04
video,509.0,25,1920,1499,12725.587498218032,2.8781,45486.0,989.55,2842.49
video,386.4,25,3840,3707,9660.051688703228,14.2349,10686.0,1156.65,2640.24
video,508.3,15,7680,5016,7623.838310589057,38.5229,32111.0,1373.68,5841.38
video,102.3,15,1920,1709,1534.3214273716894,3.2813,5809.0,227.2,870.95
video,169.6,60,640,621,10176.775500568117,0.3974,45508.0,376.33,937.46
video,306.5,60,1280,729,18392.33458337028,0.9331,38998.0,649.03,1480.37
video,378.1,25,320,256,9451.815228659218,0.0819,17917.0,881.15,1720.52
video,400.8,25,7680,5115,10019.662361212906,39.2832,19665.0,1698.62,4689.22
video,477.8,30,3840,2605,14334.49507546227,10.0032,20406.0,1235.87,3390.82
video,18.0,24,7680,5487,430.92080914881217,42.1402,3191.0,800.21,3064.01
video,365.7,24,7680,7170,8777.164696300162,55.0656,35555.0,2063.11,5502.68
video,456.5,60,7680,5659,27389.38132848494,43.4611,1739.0,3086.21,5731.64
video,204.1,60,160,127,12244.015665877218,0.0203,20141.0,330.39,885.24
video,298.0,30,3840,3159,8939.560996611184,12.1306,2700.0,951.17,2258.03
video,36.8,24,1280,781,883.0201082969257,0.9997,36103.0,99.3,323.43
video,150.7,60,7680,4413,9043.641993457692,33.8918,11681.0,2115.53,2648.15
video,188.4,60,320,286,11301.355674293824,0.0915,23449.0,484.71,932.06
video,377.8,30,160,94,11334.296151002069,0.015,1975.0,651.9,2113.13
video,517.6,60,1920,1349,31054.078290231744,2.5901,48346.0,956.84,2964.34
video,506.2,15,1920,1322,7592.909632089607,2.5382,24084.0,838.65,2319.37
video,141.6,25,640,330,3540.960781695845,0.2112,30227.0,323.92,710.63
video,402.8,30,640,324,12083.901813803677,0.2074,26686.0,956.09,2117.9
video,224.2,15,7680,4849,3363.7374267857185,37.2403,47342.0,1055.43,3532.13
video,252.5,15,640,371,3786.955436401633,0.2374,32058.0,529.37,1356.09
video,310.6,15,640,381,4658.883337929539,0.2438,35210.0,645.85,1790.13
video,458.1,24,320,177,10995.480178883212,0.0566,32152.0,962.15,2046.91
video,463.1,60,854,796,27783.437867212917,0.6798,28210.0,1097.29,2128.21
video,163.1,60,7680,6904,9787.059839877229,53.0227,3757.0,2822.86,4348.68
video,352.0,60,1920,1241,21122.357806272023,2.3827,46015.0,881.31,1985.34
video,286.7,60,160,135,17199.421358756754,0.0216,39984.0,554.99,1377.04
video,37.5,60,3840,2383,2249.7528377002764,9.1507,21744.0,623.97,749.03
video,371.9,30,1280,902,11156.624817256969,1.1546,16340.0,646.55,2099.45
video,524.6,25,854,718,13115.646926565027,0.6132,34281.0,926.56,2743.81
video,214.1,25,320,223,5353.193227237443,0.0714,44058.0,456.65,1155.44
video,298.5,25,1920,1546,7461.691468458187,2.9683,10508.0,655.81,1875.95
video,280.9,24,160,134,6742.284922217906,0.0214,2758.0,477.67,1325.4
video,369.3,24,1280,1176,8862.760469624414,1.5053,5501.0,726.15,1755.44
video,477.7,25,854,810,11941.650148437478,0.6917,39996.0,1043.55,2695.29
video,37.8,25,854,514,945.2829137945123,0.439,11048.0,100.1,252.36
video,335.5,25,640,637,8387.427783089168,0.4077,12674.0,636.89,1842.46
video,72.6,25,320,227,1814.1527582227784,0.0726,20158.0,169.14,368.39
video,596.4,30,854,826,17892.641296424154,0.7054,20994.0,1415.04,3533.38
video,592.6,15,160,118,8889.355730219006,0.0189,47125.0,1049.5,2992.55
video,155.4,30,7680,4980,4663.07669808551,38.2464,28230.0,1347.83,3222.99
video,146.5,24,854,589,3516.5126714197486,0.503,30480.0,316.87,793.63
video,584.1,25,160,150,14601.61062447734,0.024,31255.0,943.2,2991.76
video,125.0,60,1920,1002,7497.258737654832,1.9238,8976.0,354.57,740.75
video,220.7,24,3840,2013,5297.614197146402,7.7299,2846.0,571.07,1880.51
video,251.1,25,854,636,6276.818510556301,0.5431,23168.0,614.75,1361.73
video,522.1,15,3840,2560,7831.780428505457,9.8304,34554.0,1275.29,3136.6
video,374.0,30,320,279,11219.145372865061,0.0893,28774.0,647.08,1906.62
video,123.8,30,3840,2970,3714.6962295225426,11.4048,36776.0,424.49,1407.48
video,491.8,30,640,485,14755.146199761775,0.3104,42259.0,744.77,2523.19
video,496.7,30,3840,3362,14902.081822522532,12.9101,31924.0,1220.98,4030.9
video,583.1,24,1280,1189,13993.365164409339,1.5219,5829.0,1239.87,2933.87
video,451.3,25,1280,784,11282.090262089514,1.0035,35660.0,1004.31,2457.4
video,73.2,15,320,205,1097.6200424011708,0.0656,14283.0,173.48,435.99
video,150.6,30,1920,1080,4518.854822968981,2.0736,30776.0,380.8,966.51
video,242.8,25,160,93,6069.953047390609,0.0149,33780.0,461.88,1302.25
video,186.3,60,640,629,11180.79602937954,0.4026,8371.0,360.15,967.07
video,78.8,24,1920,1230,1890.0634998999062,2.3616,26241.0,232.01,572.36
video,205.0,60,1280,659,12299.01058356412,0.8435,455.0,476.14,976.38
video,255.2,15,3840,2136,3828.365547001528,8.2022,24799.0,749.36,1948.66
video,251.3,25,1280,1001,6281.889656121171,1.2813,4528.0,543.91,1349.66
video,90.4,15,1920,1604,1356.2745059260858,3.0797,25168.0,231.21,698.58
video,379.4,30,320,209,11383.33165150886,0.0669,47039.0,665.29,1726.09
video,343.5,60,1280,966,20610.770167760973,1.2365,13354.0,763.47,1662.33
video,439.7,25,640,454,10991.421670586791,0.2906,6237.0,940.03,2099.37
video,434.5,60,640,574,26072.34238897337,0.3674,21854.0,739.43,2495.32
video,357.7,15,854,433,5365.507264624093,0.3698,41070.0,747.24,1753.35
video,24.7,25,1920,1207,618.4442971583055,2.3174,17867.0,106.49,334.03
video,469.6,15,320,259,7043.812161054297,0.0829,14746.0,1066.55,2627.33
video,213.2,60,1280,901,12789.725176945893,1.1533,46919.0,526.14,1272.24
video,466.0,60,3840,2074,27957.21295569691,7.9642,42068.0,1356.92,3144.25
video,108.3,15,640,374,1623.8362351717067,0.2394,41873.0,291.5,485.01
video,505.9,30,640,532,15176.888040506514,0.3405,20277.0,1216.34,2773.3
video,590.5,30,1280,1023,17716.138282339358,1.3094,30084.0,1002.85,3139.99
video,555.4,15,1920,1387,8331.36897919549,2.663,6697.0,1231.21,2849.44
video,243.2,15,1920,1265,3648.0512126422027,2.4288,25820.0,575.51,1271.5
video,236.1,25,1920,1572,5903.144695045598,3.0182,27623.0,482.46,1336.54
video,288.2,24,1920,1352,6917.998468411253,2.5958,45249.0,659.65,1627.88
video,144.3,60,7680,5296,8656.733446043268,40.6733,47179.0,1893.35,3054.49
video,344.5,25,1280,1189,8613.623219132436,1.5219,16642.0,732.12,2076.2
video,334.4,15,854,829,5015.663276843029,0.708,7944.0,651.44,1962.9
video,224.7,25,3840,2363,5618.463898186903,9.0739,23035.0,652.47,1593.55
video,14.8,24,7680,5132,355.4282960108124,39.4138,31871.0,805.05,2986.54
video,272.8,15,3840,1991,4091.996813655264,7.6454,47081.0,637.51,2060.08
video,258.4,60,1920,1021,15503.250839485405,1.9603,112.0,628.82,1535.74
video,240.3,60,640,465,14418.642562788973,0.2976,46524.0,568.38,1181.91
video,288.4,30,1280,1267,8652.222028258258,1.6218,33565.0,663.87,1705.4
video,320.4,24,640,576,7688.895513844349,0.3686,19233.0,531.76,1693.75
video,176.8,24,320,282,4242.750220751382,0.0902,45770.0,386.8,933.79
video,507.2,60,640,403,30431.441783882034,0.2579,11448.0,1031.46,2664.61
video,240.5,25,3840,2824,6013.456140748811,10.8442,29310.0,804.81,1874.78
video,446.7,24,3840,3778,10721.719399006739,14.5075,16295.0,943.65,2981.17
video,191.2,15,854,845,2867.8087487857983,0.7216,3850.0,353.75,1155.4
video,124.5,15,1920,1115,1867.2859569287677,2.1408,1220.0,308.79,943.66
video,332.4,15,854,648,4985.252011128441,0.5534,25610.0,629.86,1703.64
video,8.6,25,3840,2118,214.4627710943587,8.1331,36798.0,178.07,546.68
video,534.5,30,854,600,16035.308970997607,0.5124,41823.0,920.8,3138.19
video,257.9,25,3840,2042,6446.650608757693,7.8413,18518.0,719.33,1944.99
video,214.6,30,854,816,6438.532166476549,0.6969,32806.0,537.43,1089.1
video,442.4,25,320,214,11060.474464489735,0.0685,31613.0,772.36,1584.66
video,486.9,60,3840,3182,29212.32342273023,12.2189,7552.0,1276.55,3248.99
video,267.4,15,1920,1476,4011.1951098643867,2.8339,8500.0,551.71,1582.12
video,398.6,60,160,122,23914.922053772825,0.0195,47684.0,938.55,1709.21
video,315.0,25,854,508,7875.8624668900875,0.4338,26604.0,555.1,1366.33
video,314.8,15,854,488,4722.379645492363,0.4168,9274.0,640.36,1469.62
video,364.3,60,7680,4968,21858.884505377784,38.1542,619.0,3485.27,4413.64
video,133.6,30,3840,2971,4009.065727993827,11.4086,32721.0,569.28,1597.76
video,84.3,25,1280,894,2107.4191678403586,1.1443,49736.0,172.77,505.63
video,336.4,25,7680,4573,8409.098368569777,35.1206,17210.0,1184.11,4324.42
video,122.6,30,1280,1198,3679.3273225221938,1.5334,46511.0,271.12,888.9
video,364.6,15,854,807,5468.609397194337,0.6892,16140.0,791.88,2046.06
video,277.9,15,7680,5215,4168.987634553088,40.0512,39236.0,880.92,4573.14
video,265.1,25,1280,1189,6626.602857386331,1.5219,22080.0,593.31,1165.7
video,270.6,15,854,489,4059.057394589602,0.4176,47045.0,558.24,1443.6
video,550.6,15,1280,947,8259.59419268904,1.2122,25064.0,1189.81,3139.82
video,590.6,30,854,704,17716.78418043067,0.6012,20475.0,1047.94,2874.49
video,443.4,24,320,292,10640.86876149218,0.0934,37513.0,984.35,2539.45
video,64.9,15,3840,3398,974.1245679199292,13.0483,43471.0,199.13,1237.37
video,580.5,60,7680,4804,34831.94253140985,36.8947,25669.0,3076.56,5535.48
video,72.3,60,1920,1804,4340.204629034823,3.4637,11766.0,288.24,705.51
video,410.1,30,1280,790,12302.510759723818,1.0112,47978.0,906.03,2395.58
video,153.9,15,7680,7442,2308.259769121168,57.1546,18749.0,1402.81,5097.21
video,208.4,30,320,210,6252.753044396986,0.0672,42712.0,369.15,946.39
video,172.7,60,640,527,10364.132787695733,0.3373,22924.0,335.74,993.06
video,347.6,15,7680,5275,5213.594320235397,40.512,17931.0,1383.27,4131.65
video,528.9,60,640,417,31736.94516022902,0.2669,40686.0,963.68,2537.05
video,158.3,30,854,498,4749.119286978127,0.4253,15454.0,318.31,851.88
video,170.3,60,320,296,10218.741755353098,0.0947,31267.0,369.14,890.13
video,200.1,25,1280,1083,5003.066088252934,1.3862,30786.0,372.98,1060.37
video,569.4,60,160,100,34162.46876824307,0.016,46360.0,1175.94,3358.9
video,354.2,60,1280,674,21249.953594391176,0.8627,48671.0,793.52,1652.14
